序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
793,603577,汇金通,6.93,1.76,0.12,69805.0,48183370.0,6.17,7.08,6.66,6.77,6.81,1.11,2.42,89.8,1.3,2350233963.0,1997698869.0,-0.14,-0.43,-27.81,-33.37
794,000921,海信家电,35.81,1.76,0.62,73197.0,263332705.88,3.86,36.4,35.04,35.17,35.19,1.09,0.81,17.52,3.66,49701965600.0,32330392148.0,0.14,0.31,53.49,75.54
795,001268,联合精密,17.34,1.76,0.3,21842.0,37868313.04,6.51,17.83,16.72,17.05,17.04,0.89,5.24,30.47,1.93,1871564012.0,722603040.0,0.0,-0.17,-27.05,-30.64
796,300997,欢乐家,15.06,1.76,0.26,27827.0,41681765.0,4.8,15.22,14.51,14.86,14.8,0.95,3.18,24.21,4.54,6739350000.0,1317750000.0,0.07,-0.13,8.58,7.8
797,301106,骏成科技,34.78,1.76,0.6,7967.0,27867445.0,5.12,35.66,33.91,34.2,34.18,0.75,3.82,35.59,2.18,2524564313.0,725047078.0,0.09,-0.14,-10.59,-16.31
798,002155,湖南黄金,14.56,1.75,0.25,404365.0,580499541.06,5.03,14.72,14.0,14.1,14.31,0.7,3.36,35.78,2.82,17501694741.0,17499857168.0,0.14,0.0,26.83,30.7
799,002372,伟星新材,16.89,1.75,0.29,142512.0,240943817.88,4.82,17.2,16.4,16.44,16.6,1.39,0.97,18.77,4.81,26889521617.0,24842793461.0,-0.06,-0.24,17.78,16.72
800,833914,远航精密,8.74,1.75,0.15,10220.0,9035350.56,7.45,9.1,8.46,8.51,8.59,0.55,1.7,17.41,1.01,874000000.0,526145815.0,-0.11,-0.11,-13.64,-32.98
801,605086,龙高股份,23.33,1.74,0.4,48114.0,111400386.0,6.45,23.94,22.46,22.9,22.93,1.26,3.76,25.8,2.52,2986240000.0,2986240000.0,-0.09,0.26,-6.31,-16.05
802,301286,侨源股份,30.36,1.74,0.52,7736.0,23344840.28,3.22,30.5,29.54,29.91,29.84,0.95,1.95,59.91,7.05,12147036000.0,1206051000.0,-0.1,-0.1,6.9,4.47
803,001234,泰慕士,15.77,1.74,0.27,32211.0,50905571.88,6.71,16.28,15.24,15.38,15.5,1.28,11.08,26.29,1.88,1682133859.0,458381859.0,-0.19,-0.32,-31.91,-35.53
804,002413,雷科防务,4.09,1.74,0.07,365549.0,148875396.69,5.47,4.18,3.96,4.05,4.02,1.22,2.92,46.0,1.26,5428884224.0,5114659778.0,-0.24,-0.24,-19.01,-24.26
805,300843,胜蓝股份,18.72,1.74,0.32,90435.0,170210445.9,9.84,19.63,17.82,18.27,18.4,1.24,6.4,29.3,2.61,2800812887.0,2646545579.0,0.05,-0.11,-12.85,-18.54
806,002847,盐津铺子,75.57,1.74,1.29,21733.0,164326745.18,4.75,76.8,73.27,73.78,74.28,1.25,1.26,29.29,10.24,14816290851.0,13044037645.0,-0.04,-0.2,6.48,8.77
807,300755,华致酒行,16.43,1.73,0.28,28068.0,46072564.26,4.83,16.73,15.95,15.98,16.15,1.44,0.67,22.24,1.8,6847997712.0,6842760403.0,0.18,0.18,-8.42,-10.17
808,600973,宝胜股份,4.11,1.73,0.07,209129.0,86356145.0,4.7,4.19,4.0,4.04,4.04,0.83,1.52,181.67,1.5,5636315279.0,5636315279.0,0.0,0.0,-11.42,-12.74
809,301488,豪恩汽电,49.92,1.73,0.85,25399.0,127584649.69,5.71,51.3,48.5,49.47,49.07,0.69,12.02,49.82,3.8,4592640000.0,1055255885.0,0.06,-0.12,-19.61,-28.32
810,002629,仁智股份,2.35,1.73,0.04,262064.0,60671431.87,10.82,2.47,2.22,2.31,2.31,1.43,7.4,-29.36,20.84,1026122800.0,832253518.0,0.0,-0.84,-42.68,-40.36
811,603897,长城科技,18.82,1.73,0.32,33644.0,63004962.0,3.95,19.03,18.3,18.55,18.5,0.91,1.63,26.69,1.46,3885119516.0,3885119516.0,-0.37,-0.16,-4.81,-8.11
812,002833,弘亚数控,21.25,1.72,0.36,47483.0,100433393.37,4.02,21.49,20.65,20.88,20.89,0.95,1.84,14.13,3.33,9014892664.0,5473853630.0,0.09,-0.09,18.91,19.79
813,002120,韵达股份,7.11,1.72,0.12,202403.0,143461344.04,3.43,7.17,6.93,6.97,6.99,1.05,0.72,13.28,1.14,20613270662.0,20015522916.0,0.0,-0.14,2.3,-4.69
814,301227,森鹰窗业,24.92,1.71,0.42,7102.0,17786007.74,5.22,25.6,24.32,24.38,24.5,0.71,2.11,14.7,1.3,2362416000.0,840737877.0,-0.2,-0.2,-7.91,-7.94
815,871857,泓禧科技,12.47,1.71,0.21,12218.0,15253216.02,5.63,12.75,12.06,12.31,12.26,1.37,1.65,20.83,2.34,922869185.0,922869185.0,0.16,1.05,-0.32,-35.82
816,300926,博俊科技,29.11,1.71,0.49,117548.0,344811506.6,6.53,29.95,28.08,28.39,28.62,1.26,5.66,26.31,5.18,8116797453.0,6049000770.0,0.14,-0.07,5.13,-0.75
817,603758,秦安股份,10.1,1.71,0.17,57479.0,58397489.0,5.34,10.37,9.84,9.88,9.93,0.93,1.31,17.0,1.71,4431850195.0,4431850195.0,-0.2,-0.3,-5.7,-11.71
818,002166,莱茵生物,7.13,1.71,0.12,111889.0,79635421.0,4.71,7.25,6.92,7.01,7.01,0.64,2.18,64.12,1.69,5290366062.0,3661462754.0,0.56,0.56,-5.06,-8.24
819,002078,太阳纸业,16.1,1.71,0.27,255993.0,410291989.84,2.72,16.18,15.75,15.86,15.83,1.13,0.93,14.58,1.73,44992627216.0,44514583907.0,0.0,0.0,28.08,32.29
820,301378,通达海,31.02,1.7,0.52,10494.0,32560307.77,5.25,31.72,30.12,30.44,30.5,0.73,3.35,-155.62,1.55,2140380000.0,971859020.0,-0.29,-0.26,-28.64,-36.46
821,603012,创力集团,5.37,1.7,0.09,94279.0,50502010.0,3.6,5.45,5.26,5.33,5.28,0.55,1.47,10.52,1.01,3494581200.0,3448828800.0,0.0,-0.19,-10.35,-9.14
822,002098,浔兴股份,5.37,1.7,0.09,43605.0,23333775.65,5.49,5.48,5.19,5.32,5.28,0.77,1.22,14.2,1.71,1922460000.0,1922460000.0,0.0,0.0,-21.03,-19.61
823,688108,赛诺医疗,10.17,1.7,0.17,55270.0,56488411.0,5.9,10.47,9.88,10.08,10.0,0.68,1.35,-84.55,5.15,4169700000.0,4169700000.0,0.0,0.1,-9.2,-18.96
824,872895,花溪科技,7.78,1.7,0.13,10571.0,8155761.49,9.54,7.97,7.24,7.77,7.65,0.6,5.68,54.91,2.03,439756720.0,144703332.0,1.04,1.04,-28.49,-46.34
825,688010,福光股份,16.77,1.7,0.28,6952.0,11561739.0,6.85,17.09,15.96,16.98,16.49,0.75,0.43,-38.98,1.57,2692617663.0,2692617663.0,0.18,0.0,-28.33,-30.3
826,688293,奥浦迈,31.2,1.69,0.52,9727.0,30044893.0,3.75,31.45,30.3,30.52,30.68,1.19,1.25,66.27,1.66,3580900752.0,2434221910.0,0.74,0.03,-35.87,-43.45
827,002690,美亚光电,19.2,1.69,0.32,75705.0,144454407.55,4.34,19.38,18.56,18.9,18.88,1.43,1.75,22.74,6.14,16940743680.0,8315646566.0,0.1,0.1,10.85,-2.24
828,002211,宏达新材,3.0,1.69,0.05,314637.0,92333399.99,9.15,3.05,2.78,2.98,2.95,1.54,7.28,-62.86,16.81,1297427337.0,1296864837.0,0.0,0.33,-32.74,-25.0
829,873693,阿为特,22.21,1.69,0.37,11475.0,25496891.48,10.71,23.35,21.01,21.75,21.84,1.15,5.65,59.74,4.84,1614667000.0,450863000.0,-0.54,-0.63,-28.08,-46.53
830,300378,鼎捷软件,16.22,1.69,0.27,78609.0,127457473.68,5.2,16.58,15.75,16.0,15.95,1.08,2.94,67.08,2.25,4368182735.0,4340251895.0,0.0,0.0,-14.68,-23.89
831,300351,永贵电器,16.85,1.69,0.28,163366.0,275382940.35,5.43,17.15,16.25,16.5,16.57,1.4,6.28,64.49,2.81,6517137805.0,4385561329.0,0.0,-0.18,-10.52,-18.68
832,002553,南方精工,10.27,1.68,0.17,162882.0,167076057.0,7.33,10.55,9.81,10.15,10.1,1.15,6.85,424.97,3.09,3573960000.0,2441692500.0,0.0,0.0,-10.23,-15.82
833,688610,埃科光电,29.64,1.68,0.49,2560.0,7585672.0,6.21,30.33,28.52,29.14,29.15,0.98,1.78,128.1,1.34,2015520000.0,427137149.0,-0.2,-0.24,-35.48,-42.91
834,605088,冠盛股份,24.24,1.68,0.4,83699.0,204024053.0,6.84,25.0,23.37,23.7,23.84,0.77,4.92,14.51,2.22,4123248676.0,4123074148.0,-0.12,0.0,8.85,5.39
835,688123,聚辰股份,51.65,1.67,0.85,43763.0,226791186.0,7.46,53.3,49.51,50.02,50.8,1.13,2.76,81.68,4.16,8196814300.0,8196814300.0,0.0,-0.06,-8.11,-15.65
836,002540,亚太科技,6.08,1.67,0.1,120611.0,72841377.3,3.01,6.11,5.93,5.99,5.98,0.68,1.4,14.36,1.41,7601118604.0,5247057820.0,0.16,0.0,-6.03,-8.02
837,001260,坤泰股份,14.6,1.67,0.24,19047.0,27610640.84,5.71,14.9,14.08,14.38,14.36,0.93,6.0,34.2,2.21,1679000000.0,463550000.0,0.55,0.48,-31.29,-33.85
838,605589,圣泉集团,18.86,1.67,0.31,102548.0,192929286.0,3.94,19.08,18.35,18.67,18.55,1.36,1.67,20.04,1.6,15965914102.0,11602894718.0,0.05,-0.11,-14.39,-15.73
839,001282,三联锻造,29.82,1.67,0.49,25587.0,76361081.38,5.42,30.4,28.81,29.13,29.33,1.06,9.02,30.1,2.41,3380395200.0,846291600.0,0.07,-0.23,-5.63,-17.56
840,603136,天目湖,19.48,1.67,0.32,67124.0,130629840.0,5.38,19.76,18.73,19.1,19.16,0.64,3.6,22.67,2.78,3629012633.0,3629012633.0,0.05,-0.1,-6.12,6.04
841,000957,中通客车,8.55,1.66,0.14,187306.0,160411948.6,5.83,8.74,8.25,8.41,8.41,0.7,3.16,72.78,1.86,5069328653.0,5069328653.0,0.23,0.12,0.0,-4.79
842,301468,博盈特焊,23.84,1.66,0.39,6792.0,16018960.08,4.01,23.99,23.05,23.38,23.45,0.43,2.06,21.66,1.37,3146880000.0,786720000.0,0.13,0.21,-19.08,-21.81
843,000415,渤海租赁,2.45,1.66,0.04,1560570.0,383585208.94,6.64,2.54,2.38,2.41,2.41,1.63,2.89,11.83,0.51,15152077141.0,13212210881.0,0.0,0.0,19.51,14.49
844,688175,高凌信息,18.4,1.66,0.3,5758.0,10504567.0,4.2,18.56,17.8,18.04,18.1,1.0,1.38,34.82,0.91,1709477374.0,769237374.0,0.44,0.55,-29.42,-34.12
845,601108,财通证券,7.36,1.66,0.12,432526.0,317625686.0,3.18,7.42,7.19,7.22,7.24,1.28,0.93,17.08,1.02,34177923117.0,34177923117.0,-0.14,-0.27,-0.27,-5.15
846,000534,万泽股份,11.05,1.66,0.18,50518.0,55928049.0,3.13,11.22,10.88,10.97,10.87,1.35,1.01,31.96,4.6,5642543226.0,5499964800.0,-0.09,-0.27,-9.13,-15.58
847,000757,浩物股份,3.07,1.66,0.05,246570.0,74383888.0,6.29,3.1,2.91,3.02,3.02,1.64,4.63,-24.08,0.98,1635438412.0,1635433635.0,0.33,0.33,-34.82,-36.04
848,605006,山东玻纤,5.53,1.65,0.09,26554.0,14678221.0,4.04,5.62,5.4,5.44,5.44,0.74,0.44,23.94,1.26,3378590579.0,3318035973.0,-0.18,-0.36,-19.39,-19.86
849,600338,西藏珠峰,9.22,1.65,0.15,253800.0,231165824.0,5.95,9.32,8.78,9.15,9.07,0.93,2.78,85.19,2.4,8429017749.0,8429017749.0,-0.11,-0.11,-18.84,-24.18
850,603282,亚光股份,19.69,1.65,0.32,8538.0,16738943.0,5.06,20.0,19.02,19.4,19.37,0.86,1.35,15.16,2.21,2634915800.0,1244101998.0,0.05,0.15,-26.78,-23.8
851,002293,罗莱生活,9.86,1.65,0.16,43940.0,43176433.14,3.4,9.94,9.61,9.7,9.7,1.04,0.53,14.83,2.0,8227967683.0,8151886325.0,0.1,0.1,2.6,6.14
852,002625,光启技术,18.49,1.65,0.3,723743.0,1343557697.01,5.0,18.96,18.05,18.2,18.19,0.95,4.07,66.79,4.59,39838329568.0,32860827569.0,0.0,-0.16,35.06,25.1
853,301191,菲菱科思,75.86,1.65,1.23,25112.0,190581183.71,8.64,79.48,73.03,76.7,74.63,1.34,9.61,32.48,3.19,5260284120.0,1982936781.0,-0.16,-0.12,-8.28,-17.72
854,002617,露笑科技,5.56,1.65,0.09,478648.0,269270208.89,4.94,5.81,5.54,5.75,5.47,1.37,2.53,81.65,1.81,10691912821.0,10516482917.0,-0.18,-0.36,-7.18,-10.32
855,600864,哈投股份,4.95,1.64,0.08,419208.0,207704853.0,5.75,5.08,4.8,4.83,4.87,1.59,2.01,215.23,0.85,10298824074.0,10298824074.0,-0.2,-0.4,-13.76,-13.01
856,002338,奥普光电,26.7,1.64,0.43,71220.0,190704802.57,6.24,27.45,25.81,26.2,26.27,1.28,2.97,67.96,5.18,6408000000.0,6407839800.0,-0.22,-0.22,-6.51,-20.65
857,301236,软通动力,43.5,1.64,0.7,580294.0,2539464198.41,8.01,44.89,41.46,42.2,42.8,1.36,8.53,88.25,4.01,41452941200.0,29593719422.0,-0.23,-0.14,-7.88,-5.84
858,000702,正虹科技,3.73,1.63,0.06,109901.0,40421346.89,7.63,3.81,3.53,3.67,3.67,1.3,4.12,-9.24,3.02,1292911056.0,994546968.0,-0.27,0.0,-39.35,-40.51
859,600029,南方航空,5.6,1.63,0.09,491216.0,273903017.0,2.0,5.62,5.51,5.51,5.51,1.32,0.39,-24.11,2.76,101477082650.0,70970697728.0,0.0,0.0,-5.08,-2.78
860,688798,艾为电子,53.55,1.63,0.86,23305.0,124752296.0,7.61,55.33,51.32,52.7,52.69,1.17,1.73,243.57,3.43,12424079005.0,7209091049.0,-0.37,-0.56,-13.05,-22.43
861,600808,马钢股份,2.5,1.63,0.04,574921.0,143471844.0,3.66,2.54,2.45,2.46,2.46,1.11,0.96,-14.59,0.7,19367344965.0,14919377965.0,0.0,0.0,-10.39,-8.09
862,605116,奥锐特,22.56,1.62,0.36,21420.0,48584490.0,6.53,23.19,21.74,21.79,22.2,1.76,0.54,29.55,4.9,9163759200.0,8920968480.0,0.13,0.09,-9.62,-12.63
863,603045,福达合金,11.28,1.62,0.18,107424.0,121479789.0,7.39,11.73,10.91,11.1,11.1,1.1,7.93,34.16,1.65,1527821348.0,1527821348.0,0.0,-0.09,-28.43,-28.56
864,600854,春兰股份,4.41,1.61,0.07,317234.0,140020855.0,9.68,4.64,4.22,4.29,4.34,1.13,6.11,15.47,0.98,2290812153.0,2290812153.0,0.0,-0.23,-18.33,-16.32
865,603066,音飞储存,10.09,1.61,0.16,104316.0,104949605.0,4.33,10.25,9.82,9.98,9.93,1.33,3.47,24.29,2.28,3034092261.0,3034092261.0,0.0,0.1,-14.42,-13.02
866,688489,三未信安,29.01,1.61,0.46,6412.0,18553435.0,4.97,29.57,28.15,28.47,28.55,0.78,1.3,49.18,1.74,3316681853.0,1433307340.0,-0.21,-0.21,-30.33,-38.3
867,601163,三角轮胎,18.29,1.61,0.29,199807.0,364337740.0,2.72,18.4,17.91,18.01,18.0,1.67,2.5,10.38,1.17,14632000000.0,14632000000.0,0.11,0.16,21.29,26.93
868,689009,九号公司-WD,30.28,1.61,0.48,63447.0,192696821.0,4.46,30.88,29.55,29.55,29.8,0.94,1.23,36.2,3.97,21646294819.0,15608600048.0,0.07,-0.26,9.75,2.09
869,002126,银轮股份,18.3,1.61,0.29,167566.0,306661716.2,5.27,18.65,17.7,18.07,18.01,1.35,2.17,24.59,2.81,15050517422.0,14156991612.0,0.05,0.0,7.33,-1.98
870,688135,利扬芯片,15.82,1.61,0.25,20215.0,31959375.0,5.84,16.24,15.33,15.7,15.57,0.88,1.01,145.76,2.82,3165917700.0,3165917700.0,0.19,0.38,-20.82,-29.09
871,600120,浙江东方,3.8,1.6,0.06,273436.0,103237151.0,2.67,3.81,3.71,3.75,3.74,1.22,0.8,26.76,0.83,12978449670.0,12978449670.0,0.0,0.0,7.95,5.85
872,002056,横店东磁,14.6,1.6,0.23,172638.0,250793895.65,4.45,14.75,14.11,14.36,14.37,1.15,1.06,13.08,2.64,23749996280.0,23725846931.0,0.07,0.0,4.29,7.83
873,000898,鞍钢股份,2.54,1.6,0.04,511296.0,129336089.71,2.4,2.55,2.49,2.49,2.5,1.08,0.64,-7.32,0.44,23834984009.0,20211851750.0,0.0,0.0,2.83,2.01
874,003028,振邦智能,39.48,1.6,0.62,12380.0,48597671.56,4.58,40.0,38.22,38.7,38.86,0.79,2.31,21.22,2.76,4414156310.0,2112805363.0,0.18,0.25,-10.7,-10.39
875,601555,东吴证券,6.38,1.59,0.1,1054333.0,666466929.0,4.14,6.44,6.18,6.2,6.28,1.54,2.12,13.62,0.8,31700324100.0,31700324100.0,-0.16,0.0,-6.86,-12.72
876,002381,双箭股份,8.31,1.59,0.13,77122.0,63758561.4,2.32,8.33,8.14,8.23,8.18,0.71,2.39,14.14,1.63,3420196527.0,2676024227.0,0.24,0.24,6.95,9.63
877,000677,恒天海龙,2.56,1.59,0.04,318204.0,80964650.86,9.52,2.67,2.43,2.51,2.52,1.17,3.68,47.69,4.8,2211783547.0,2211783547.0,-0.39,-0.39,-18.99,-23.58
878,688230,芯导科技,29.46,1.59,0.46,5364.0,15732781.0,4.34,29.75,28.49,29.09,29.0,0.9,1.82,35.91,1.56,3464496000.0,866124000.0,0.1,0.0,-23.72,-29.59
879,600038,中直股份,40.99,1.59,0.64,197991.0,812566801.0,3.92,41.74,40.16,40.84,40.35,2.04,3.36,67.74,1.99,29988529366.0,24162650589.0,0.12,-0.15,12.64,6.38
880,600960,渤海汽车,3.21,1.58,0.05,159715.0,51427131.0,5.7,3.29,3.11,3.16,3.16,0.91,1.68,-21.44,0.69,3051154813.0,3051154813.0,0.0,0.0,-16.41,-20.74
881,688320,禾川科技,26.33,1.58,0.41,21735.0,57290098.0,7.52,27.22,25.27,25.82,25.92,1.33,2.09,74.55,2.53,3976189878.0,2735426043.0,0.11,-0.11,-22.56,-35.78
882,605058,澳弘电子,16.08,1.58,0.25,22435.0,35967794.0,5.5,16.42,15.55,16.07,15.83,1.22,1.57,15.41,1.44,2298217116.0,2298217116.0,-0.12,-0.5,-24.33,-29.81
883,300444,双杰电气,5.79,1.58,0.09,147768.0,85215703.2,4.04,5.84,5.61,5.69,5.7,0.82,2.49,33.22,3.01,4624039271.0,3429422170.0,0.17,0.0,-15.97,-14.09
884,688579,山大地纬,8.37,1.58,0.13,61341.0,50874314.0,4.85,8.48,8.08,8.18,8.24,0.98,1.53,41.26,2.49,3348083700.0,3348083700.0,-0.12,-0.12,-20.81,-34.09
885,000932,华菱钢铁,5.8,1.58,0.09,1463349.0,847094231.45,3.5,5.86,5.66,5.68,5.71,1.09,2.12,7.89,0.75,40070068494.0,40069570181.0,0.0,0.17,6.81,12.62
886,600734,ST实达,3.23,1.57,0.05,104745.0,33603645.0,4.72,3.27,3.12,3.17,3.18,0.81,0.5,286.32,18.84,7035919032.0,6784152525.0,0.0,0.31,-5.56,-11.51
887,300545,联得装备,23.91,1.57,0.37,39613.0,94351237.53,4.89,24.29,23.14,23.64,23.54,0.97,3.54,24.95,2.7,4249962331.0,2676368934.0,0.0,0.0,-16.13,-30.8
888,603348,文灿股份,24.56,1.57,0.38,35017.0,86096658.0,6.41,25.16,23.61,24.29,24.18,1.05,1.33,97.87,2.06,6485407493.0,6485407493.0,0.04,0.0,-23.35,-36.7
889,001380,华纬科技,27.83,1.57,0.43,18534.0,51760250.25,5.69,28.56,27.0,27.12,27.4,0.67,5.75,21.86,2.37,3586730400.0,896682600.0,-0.04,-0.04,-14.18,-20.12
890,688216,气派科技,14.24,1.57,0.22,17440.0,24667669.0,6.21,14.54,13.67,14.16,14.02,1.11,3.98,-11.65,2.05,1526150640.0,623712000.0,-0.14,-0.84,-42.9,-48.54
891,603060,国检集团,7.77,1.57,0.12,36452.0,28300523.0,3.01,7.85,7.62,7.7,7.65,0.51,0.45,24.44,3.25,6246524826.0,6246524826.0,0.0,0.0,-4.43,-7.5
892,300265,通光线缆,6.49,1.56,0.1,81544.0,52330761.0,4.38,6.54,6.26,6.36,6.39,0.87,1.78,23.63,1.33,2974277470.0,2972110219.0,0.15,0.15,-28.84,-29.91
893,002214,大立科技,13.63,1.56,0.21,63539.0,86625835.64,5.66,13.96,13.2,13.72,13.42,0.82,1.33,-37.26,3.88,8167613054.0,6513247161.0,-0.15,0.0,28.46,18.83
894,002032,苏 泊 尔,60.38,1.56,0.93,32633.0,196930838.0,4.37,61.6,59.0,59.1,59.45,1.38,0.41,22.35,7.68,48709068710.0,48579926939.0,0.2,0.12,14.99,13.9
895,601369,陕鼓动力,9.74,1.56,0.15,269692.0,263840015.0,3.86,9.94,9.57,9.65,9.59,1.3,1.59,16.48,1.92,16810548781.0,16469674105.0,0.0,0.1,19.07,22.06
896,603607,京华激光,13.03,1.56,0.2,79759.0,104822086.0,5.14,13.49,12.83,13.0,12.83,1.4,4.47,29.96,2.39,2326073904.0,2326073904.0,-0.23,-0.15,-22.3,-29.45
897,603729,龙韵股份,18.29,1.55,0.28,112381.0,205789813.0,8.0,18.94,17.5,18.39,18.01,1.28,12.04,261.9,4.43,1707152020.0,1707152020.0,-0.49,-0.22,-34.44,-44.88
898,002151,北斗星通,28.12,1.55,0.43,121496.0,341616923.8,3.94,28.58,27.49,27.69,27.69,1.0,2.75,94.84,2.75,15287613975.0,12416108174.0,-0.25,0.0,-4.58,-10.96
899,605068,明新旭腾,15.06,1.55,0.23,38333.0,57746562.0,5.93,15.5,14.62,15.22,14.83,1.85,2.36,46.94,1.43,2447853243.0,2441829243.0,-0.13,-0.13,-29.95,-32.89
900,301357,北方长龙,30.78,1.55,0.47,11785.0,36416390.65,4.06,31.43,30.2,30.3,30.31,0.9,6.93,236.67,1.84,2093040000.0,523260000.0,-0.19,-0.29,-34.51,-39.03
901,002807,江阴银行,3.93,1.55,0.06,452731.0,177368975.6,2.33,3.95,3.86,3.86,3.87,1.43,1.84,5.12,0.63,9673273661.0,9665150697.0,0.26,0.0,5.36,10.7
902,300009,安科生物,9.83,1.55,0.15,135777.0,133139906.7,2.58,9.89,9.64,9.69,9.68,1.01,1.12,19.46,4.41,16483207031.0,11950209983.0,-0.1,0.0,1.44,-3.82
903,688689,银河微电,16.4,1.55,0.25,18751.0,30660566.0,6.63,16.8,15.73,16.1,16.15,1.15,1.45,33.0,1.79,2114008364.0,2114008364.0,-0.18,-0.18,-35.25,-41.16
904,600132,重庆啤酒,66.51,1.54,1.01,63764.0,424528993.0,5.19,67.8,64.4,65.2,65.5,1.29,1.32,24.08,15.04,32188924379.0,32188924379.0,0.02,-0.08,5.4,0.09
905,300775,三角防务,23.71,1.54,0.36,122584.0,290452898.72,4.71,24.15,23.05,23.2,23.35,1.09,2.31,15.88,2.53,13046075003.0,12607199940.0,-0.08,-0.17,-10.39,-15.02
906,601886,江河集团,5.93,1.54,0.09,113432.0,67250098.0,3.6,6.01,5.8,5.85,5.84,0.92,1.0,10.0,0.95,6718702216.0,6718702216.0,-0.17,-0.34,-6.47,-10.96
907,001202,炬申股份,12.54,1.54,0.19,59336.0,73170426.68,8.34,12.77,11.74,12.1,12.35,1.13,14.75,24.35,2.22,1615152000.0,504383880.0,0.08,0.0,-30.76,-28.63
908,600415,小商品城,8.59,1.54,0.13,697523.0,596994930.0,4.14,8.67,8.32,8.45,8.46,1.55,1.28,16.52,2.56,47110430572.0,46983262923.0,-0.12,-0.23,17.83,17.35
909,688179,阿拉丁,15.23,1.53,0.23,34381.0,52632073.0,5.13,15.67,14.9,15.0,15.0,0.94,1.74,35.16,3.06,3017533805.0,3017533805.0,0.4,0.4,-13.37,-20.51
910,872808,曙光数创,43.05,1.53,0.65,25214.0,109392129.63,7.17,44.6,41.56,41.94,42.4,1.28,1.31,82.41,12.62,8610000043.0,8301157320.0,0.51,0.87,33.32,13.14
911,600848,上海临港,9.95,1.53,0.15,64706.0,64099401.0,3.67,10.05,9.69,9.8,9.8,0.92,0.27,23.66,1.35,25098745690.0,23819427116.0,0.1,0.1,0.0,-1.0
912,600839,四川长虹,5.31,1.53,0.08,2714234.0,1458475772.0,5.74,5.48,5.18,5.27,5.23,1.62,5.88,38.4,1.76,24512256819.0,24505430331.0,0.0,0.0,9.03,0.38
913,002117,东港股份,7.97,1.53,0.12,67756.0,53745544.0,4.2,8.06,7.73,7.82,7.85,0.78,1.24,26.63,2.78,4348961375.0,4347564434.0,0.0,0.0,-1.6,-6.78
914,600662,外服控股,4.65,1.53,0.07,77077.0,35784286.0,3.28,4.71,4.56,4.59,4.58,0.91,0.73,16.73,2.57,10619259173.0,4898134188.0,-0.21,-0.21,-4.71,-3.13
915,301379,天山电子,21.96,1.53,0.33,24731.0,54532551.0,7.72,22.87,21.2,21.89,21.63,1.26,3.77,19.2,1.74,2225426400.0,1440576000.0,-0.23,-0.41,-18.58,-25.79
916,600765,中航重机,17.98,1.52,0.27,782535.0,1409636354.0,6.04,18.47,17.4,17.49,17.71,1.28,5.33,20.05,2.29,26638193700.0,26406841102.0,-0.11,0.06,15.04,-5.91
917,601860,紫金银行,2.67,1.52,0.04,1090117.0,289828397.0,2.66,2.69,2.62,2.62,2.63,2.05,3.08,5.43,0.55,9774816547.0,9453456479.0,0.75,0.38,2.69,5.53
918,837006,晟楠科技,12.08,1.51,0.18,15336.0,18857249.84,6.55,12.58,11.8,11.94,11.9,1.1,5.03,23.47,2.95,1090669376.0,368125920.0,0.33,0.17,-18.1,-32.89
919,300467,迅游科技,13.45,1.51,0.2,55950.0,74861024.6,5.74,13.64,12.88,13.39,13.25,0.69,3.37,68.37,4.41,2733105865.0,2230198421.0,-0.22,-0.15,-14.6,-22.61
920,301517,陕西华达,45.1,1.51,0.67,23729.0,107006253.91,5.81,46.18,43.6,44.3,44.43,1.18,10.62,61.84,3.67,4872004170.0,1007524439.0,-0.09,-0.4,-12.7,-19.32
921,002899,英派斯,15.52,1.5,0.23,47815.0,74606752.0,4.32,15.95,15.29,15.57,15.29,1.18,3.98,19.23,1.52,1862400000.0,1862400000.0,0.19,-0.13,-6.11,-6.22
922,601319,中国人保,5.4,1.5,0.08,1614741.0,881280291.0,5.08,5.55,5.28,5.3,5.32,2.27,0.45,10.49,0.99,238809549148.0,191687885548.0,0.0,0.19,14.65,11.57
923,300135,宝利国际,2.7,1.5,0.04,892459.0,239413192.23,11.28,2.83,2.53,2.6,2.66,1.32,9.68,737.76,2.49,2488320000.0,2488320000.0,0.37,0.37,-10.0,-16.92
924,603028,赛福天,7.44,1.5,0.11,90592.0,67390422.0,4.91,7.62,7.26,7.43,7.33,1.43,3.16,40.55,2.87,2135577600.0,2135577600.0,0.0,-0.27,-29.75,-33.27
925,300581,晨曦航空,7.44,1.5,0.11,102353.0,77115531.91,6.14,7.75,7.3,7.44,7.33,1.25,1.86,-94.07,4.11,4092815022.0,4092815022.0,0.27,0.0,-19.74,-24.31
926,603040,新坐标,19.63,1.5,0.29,12348.0,24338544.0,4.86,20.14,19.2,19.39,19.34,0.85,0.92,14.75,2.22,2652167998.0,2640062177.0,0.0,-0.2,-19.48,-24.93
927,873665,科强股份,8.13,1.5,0.12,4700.0,3826476.76,4.37,8.27,7.92,8.06,8.01,1.09,1.42,14.91,1.55,1056818700.0,268234749.0,0.25,-0.12,-8.03,-33.36
